Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,CAT,GOOGL,LMT,MSFT,NVDA,NVO,^GSPC,AAPL,AMD,CAT,GOOGL,LMT,MSFT,NVDA,NVO,^GSPC,AAPL,AMD,CAT,GOOGL,LMT,MSFT,NVDA,NVO,^GSPC,AAPL,AMD,CAT,GOOGL,LMT,MSFT,NVDA,NVO,^GSPC,AAPL,AMD,CAT,GOOGL,LMT,MSFT,NVDA,NVO,^GSPC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,209.18014526367188,137.82000732421875,390.0684509277344,173.864013671875,450.84991455078125,492.6846618652344,159.78717041015625,66.42777252197266,6225.52001953125,210.59453234535175,139.14999389648438,391.71068137481814,177.44379785510552,454.3650903632986,494.2521585292929,160.00687898854957,67.35303129566071,6242.7001953125,207.62631199643187,135.91000366210938,387.32808925440236,172.3184197808512,448.55188010120395,490.19454200535324,158.17931139836438,65.48343947389546,6217.75,209.26980118177752,137.32000732421875,388.22834975080076,177.3440914457585,452.00866379530584,493.29974399578276,159.11806346268276,66.24653416661693,6234.02978515625,42848900,36124600,2003600,40442500,1243000,11846600,138133000,9867100,5739030000
2025-07-09,210.3056640625,138.41000366210938,397.8739318847656,176.1175537109375,450.8985900878906,499.52008056640625,162.66336059570312,66.47547912597656,6263.259765625,210.49491569520316,140.64999389648438,399.43703204745333,178.9295387925745,453.75163196894937,502.76415743455226,164.20130555952733,66.64717673123124,6269.16015625,206.40115605631001,137.58999633789062,392.63069000169736,172.27851516418144,448.1234340809102,495.77993553758444,160.94564712320184,65.68376198633106,6231.43017578125,208.70202548866368,138.69000244140625,395.44027906647665,174.75145590035325,453.1576667453414,496.33549554664154,161.0055648799297,65.8077629822169,6243.330078125,48749400,37013100,3101000,43025600,892700,18659500,183656400,5380000,4813340000
2025-07-10,211.5706787109375,144.16000366210938,403.9580993652344,177.11471557617188,452.1157531738281,497.5061340332031,163.88172912597656,67.73458862304688,6280.4599609375,212.63644276910486,145.82000732421875,407.5888188755932,177.92240891673904,454.22877520746124,500.4426696344743,164.28119097215313,68.44045328121436,6290.22021484375,209.20007826975964,141.85000610351562,399.12047107344466,173.8839422139032,444.0240023503879,493.8056807647675,161.3950357038234,66.31331125240371,6251.43994140625,209.67817732396114,143.0,400.3274100457096,175.1303863111691,446.633609969182,499.06366987607214,164.10143771292147,66.37054863589,6266.7998046875,44443600,61101500,3382800,29252400,1253300,16492100,167704100,6373900,5367350000
2025-07-11,210.3256072998047,146.4199981689453,401.57391357421875,179.67742919921875,455.2317199707031,499.3315734863281,164.70062255859375,65.75053405761719,6259.75,211.29177557167307,147.39999389648438,402.5236266035374,180.91389212460822,455.91331792963774,501.0280145407016,167.6666731011634,66.66625220964744,6269.43994140625,209.03074119537857,141.60000610351562,397.39909501532196,175.97797606848104,449.6911549690309,493.85529597280816,163.2525543877531,65.36898300823434,6237.60009765625,209.73794232575938,142.60000610351562,401.1089445573215,176.2870917998284,452.54419678083326,494.5200000462786,163.50222183922534,66.52316965644376,6255.68017578125,39765800,50049200,2072600,34282900,1209200,16459500,193633300,6522400,4656210000
2025-07-14,207.79563903808594,146.24000549316406,401.4255065917969,181.04351806640625,461.13262939453125,499.0339050292969,163.8517608642578,65.76007080078125,6268.56005859375,210.0765986782557,147.5800018310547,402.43460501738736,183.14751640721383,462.2913787796372,499.9763890495242,165.26987014699793,66.34193447795957,6273.31005859375,206.71990480407712,141.89999389648438,397.92343026425846,179.16886118965368,455.7089072764932,497.0596840851599,161.80448473325933,65.32128966802851,6239.22021484375,209.10046017794556,145.08999633789062,399.6744684280277,180.49507959550706,457.6563812392133,497.5457914873048,165.1500194092157,65.43574988158457,6255.14990234375,38840100,44718600,2497500,32536600,1488000,12058800,136975800,6015900,4722250000
2025-07-15,208.28369140625,155.61000061035156,400.3076477050781,181.48226928710938,457.7731628417969,501.811767578125,170.4729461669922,64.1194076538086,6243.759765625,211.05270487364396,158.67999267578125,404.3736285982821,183.69595532751242,461.49284473801265,504.2720960834484,172.17068192225182,66.28469830371003,6302.0400390625,208.09443976951917,153.55999755859375,398.7049672295982,181.08341324296114,456.20546077813543,498.80577924001653,168.97494134085255,63.63292990487331,6241.68017578125,208.39325734338402,153.75,401.91029798972306,182.28996266650833,460.85992172918094,499.03393728805895,170.96229989605533,66.28469830371003,6295.2900390625,42296300,93370100,2167000,33448300,1039500,14927200,230627400,7250800,5133670000
2025-07-16,209.3295440673828,160.0800018310547,408.45941162109375,182.44952392578125,459.08770751953125,501.6133117675781,171.14205932617188,63.94771194458008,6263.7001953125,211.5606828488181,160.36000061035156,408.6473797583384,183.80565587223137,460.18803489941354,502.70460109528983,171.52155877211666,64.90158591640709,6268.1201171875,207.8155461810567,152.85000610351562,399.001770341055,181.5121954195811,454.1606015038469,497.9128887743687,168.67534340451815,63.90001533499638,6201.58984375,209.4689902412225,155.30999755859375,400.6637757948481,182.71876014286474,457.3349931001671,501.17679603649344,170.83247408910898,64.23386976963967,6254.5,47490500,59492800,3242100,33104200,935000,15154400,158831500,5611100,5177460000
2025-07-17,209.1901092529297,160.41000366210938,413.5938415527344,183.0577850341797,456.8773498535156,507.6451416015625,172.7698974609375,62.2784309387207,6297.35986328125,210.9630743588066,161.9600067138672,415.40423493937664,183.53641535247564,461.9407637319361,509.30189104591364,173.92835823409905,63.346772380382376,6304.68994140625,208.7618004967043,158.67999267578125,408.4594071044277,179.96659729454643,455.4264617148369,501.6133044647972,170.60278554683865,61.87780562715283,6262.27001953125,209.7379389650813,161.80999755859375,410.4181884422973,181.62187886390834,458.143195894098,501.6728265840105,171.79120519874627,63.12737817024911,6263.39990234375,48068100,50605100,2444700,31992600,926200,17503100,160841100,9041800,5512290000
2025-07-18,210.34552001953125,156.99000549316406,409.280517578125,184.5335693359375,451.7749328613281,506.0082092285156,172.18067932128906,61.3436279296875,6296.7900390625,210.95311022715865,160.8300018310547,415.40424544391357,185.88970124039062,458.8345249028151,510.5618634291492,174.01822826089457,62.7553644980135,6315.60986328125,208.87137245947412,155.80999755859375,407.7471250586095,183.1874187229756,448.86346923888436,503.40897568442307,171.03219980516573,61.20055266725605,6285.27001953125,210.03674740882613,159.58999633789062,414.21711161324083,184.87259850820493,456.89679811367984,510.4030974050004,173.40903901870553,62.640897010588056,6312.9501953125,48974600,48859800,2526600,34014500,1845300,21209700,146456400,8051200,5184700000
2025-07-21,211.64036560058594,157.0,407.1656188964844,189.55923461914062,448.4350280761719,506.0181579589844,171.1520538330078,61.92549133300781,6305.60009765625,214.92732845073886,160.33999633789062,414.47347593848616,189.74868135121883,455.0856376529904,508.03210080948105,173.1493936504508,62.31658312198757,6336.080078125,210.7937335563828,156.9199981689453,406.9372370008847,185.62045888710102,448.4350280761719,501.54388660874696,170.77255439137573,61.162396585760874,6303.7900390625,211.2618775331451,157.6199951171875,414.2649717825061,185.720180506412,452.4371019618187,502.69469811942383,172.52022673163836,61.76333451793437,6304.740234375,51377400,39021100,1833300,45803100,1577800,14066800,123126100,8280700,5010840000
2025-07-22,213.5528106689453,154.72000122070312,414.23516845703125,190.7957000732422,399.9526672363281,501.2660827636719,166.80784606933594,63.6996955871582,6309.6201171875,214.10064043071336,156.22999572753906,415.5557351258968,191.10481579575136,425.96120008897066,507.1491147296819,171.16204780548466,63.88093395043513,6316.1201171875,211.39138706205625,149.33999633789062,407.4734041065726,186.9267476808465,399.33920826168827,501.2660827636719,164.36110765827524,62.431041599179814,6281.7099609375,212.29779492257288,156.1999969482422,407.4734041065726,190.9552485801447,411.64725640100903,506.92092641726225,171.11211125862738,62.49781247867973,6306.60009765625,46404100,49028000,2185000,44660200,8886500,13868600,193114300,8970300,5662040000
2025-07-23,213.30377197265625,158.64999389648438,424.5614929199219,189.6888427734375,408.3755187988281,501.861328125,170.55284118652344,66.79978942871094,6358.91015625,214.29982043425818,159.4499969482422,425.1274630376006,191.9823029377756,412.2509725100889,502.77405108780124,171.03219846298632,67.13364384509244,6360.64013671875,211.57065737650467,156.0,416.47916207836687,188.64182669674165,400.2058522232956,496.7323137246232,167.74658125695927,65.70283296561705,6317.490234375,214.15041924441525,156.32000732421875,417.02525445767975,190.95523422678895,402.89337548460117,502.7343595827018,169.30450383433347,65.78868540267541,6326.89990234375,46989300,41510900,3254900,58681900,4578600,16396600,154082200,11980400,5642510000
2025-07-24,212.91531372070312,162.1199951171875,426.4778137207031,191.62335205078125,409.5050354003906,506.8316650390625,173.5089111328125,67.4675064086914,6363.35009765625,214.83769515517375,163.92999267578125,427.1132953164297,197.3869090653604,415.66880652796857,509.59953458867506,173.59878776513457,68.0875186424724,6381.31005859375,212.68622683006964,158.36000061035156,421.49337994762305,190.45668205461735,409.0960825494022,503.28001689239056,171.07215417768242,66.98102866570396,6360.56982421875,213.05475989741393,159.1199951171875,424.0153982908385,196.46952792005337,409.94322888539836,504.73836945889843,172.21063723590794,67.39119474754033,6368.60009765625,46022600,48440100,2511400,74881700,3083900,16107000,128984600,10161000,5282720000
2025-07-25,213.03485107421875,166.47000122070312,430.6778869628906,192.63046264648438,410.1087951660156,509.6392517089844,173.2692413330078,68.39275360107422,6388.64013671875,214.38947759784276,167.17999267578125,431.78994951154556,193.77720042486192,414.49061134335307,514.1829150146133,174.4876199263022,68.48814681010441,6395.81982421875,212.5567368669443,162.36000061035156,425.58421627000536,190.71592620592727,407.5186513708139,506.3157616392057,172.7299662493585,67.32441952374496,6368.52978515625,213.85160291428238,163.50999450683594,426.64664507330065,191.43387927305906,410.46907307491074,508.409026924469,173.3790956402227,67.74411907806142,6370.009765625,40268800,53432300,2218400,39785900,2461800,19125700,122316800,7350200,4470720000
2025-07-28,213.2041778564453,173.66000366210938,429.8736267089844,192.0321807861328,410.2742614746094,508.4388427734375,176.51490783691406,65.81729888916016,6389.77001953125,214.00101967144602,174.6999969482422,433.30911214989794,193.49800038051387,417.596751543668,510.91903225038106,176.7645753161742,67.99213020979643,6401.06982421875,212.2180844005514,168.6699981689453,428.06650991523253,190.29712498462092,410.10874285892174,506.0776975472671,173.73860668662087,65.3117468881765,6375.7900390625,213.18425263148458,169.0800018310547,428.1955940149908,193.0991291078416,414.71449892402956,510.0063394772861,173.78854323017163,67.72504668304886,6397.68994140625,37858000,68267800,2550300,38139500,2423700,14308000,140023500,7156200,4565620000
2025-07-29,210.43515014648438,177.44000244140625,427.0040588378906,195.19314575195312,409.0960998535156,508.5082702636719,175.2765350341797,51.45195770263672,6370.85986328125,213.96115480223384,182.30999755859375,432.12751557520323,195.36266032343974,412.52364313841395,513.5182406496896,179.14139760883538,52.81599769317965,6409.259765625,209.9869314052821,174.67999267578125,421.79124318266,191.53358770597436,406.3891123853744,507.50626407616875,174.7871965738649,51.04179162778869,6363.919921875,213.33363944545516,175.2100067138672,431.47218654237406,191.88258292419434,411.63753896900283,511.4448362580723,177.72328828972238,51.46149847948819,6405.6201171875,51411700,108154800,2383700,41389200,2428800,16469200,154077500,110735600,5076120000
2025-07-30,208.2239227294922,179.50999450683594,431.0452575683594,195.970947265625,407.68414306640625,509.1729736328125,179.0315399169922,47.72230911254883,6362.89990234375,211.55072076453234,180.3699951171875,433.7360549928062,197.0379108346005,411.69593419130257,511.8615208479224,179.65071031876445,49.000500258920084,6396.5400390625,206.89917652304968,173.8000030517578,423.4097210338985,194.13618500265545,406.19432685320754,505.40309770511885,175.80582548039158,47.312143052529244,6336.3798828125,211.06265157316113,175.61000061035156,426.9544431012923,195.04360005779435,409.096073405569,511.0876726596135,176.27520150705504,48.89557354978855,6381.22998046875,45512500,64820300,3172600,32445400,1632100,26380400,174312200,65866200,5375070000
2025-07-31,206.74978637695312,176.30999755859375,434.9176330566406,191.35409545898438,409.92376708984375,529.2723999023438,177.63340759277344,44.898841857910156,6339.39013671875,209.01080544085684,182.5,438.02546911260214,195.43247218848848,411.4817223426421,551.0484742016899,183.05619299307685,47.0259801081594,6427.02001953125,206.3414028602417,173.0,430.6083755293752,190.54640210266098,401.7151425141062,527.6851029610986,175.69598557745124,44.73668504989877,6327.64013671875,207.66614913739534,182.02000427246094,431.0552004433919,195.1532699224849,406.17487411610284,550.8301860551579,182.65671589592668,46.70166285339665,6427.02001953125,80698400,71765300,4116400,51329200,2178000,51617300,221685400,50372500,6077080000
